Prot_A,Prot_B,Interaction_score,Disease
CDH2,CPX-2494,0.591,Alzheimer's Disease
CDH2,PTK2,0.603,Alzheimer's Disease
CDH2,FLNC,0.622,Alzheimer's Disease
CDH2,MEF2C,0.63,Alzheimer's Disease
CDH2,CPX-256,0.69,Alzheimer's Disease
CDH2,RHOA,0.779,Alzheimer's Disease
CDH2,FGF17,0.881,Alzheimer's Disease
CDH2,FGF9,0.882,Alzheimer's Disease
CDH2,FGF5,0.883,Alzheimer's Disease
CPX-6093,BMP2,0.416,Alzheimer's Disease
CPX-6093,ILK,0.417,Alzheimer's Disease
CPX-6093,TFE3,0.418,Alzheimer's Disease
CPX-6093,BMPR1A,0.433,Alzheimer's Disease
CPX-6093,ENG,0.439,Alzheimer's Disease
CPX-6093,CXCR2,0.446,Alzheimer's Disease
CPX-6093,CPX-117,0.447,Alzheimer's Disease
CPX-6093,SRY,0.447,Alzheimer's Disease
CPX-6093,FOXG1,0.448,Alzheimer's Disease
CPX-6093,CAMK2G,0.489,Alzheimer's Disease
CPX-6093,TRIM8,0.494,Alzheimer's Disease
CPX-6093,TGFBR1,0.522,Alzheimer's Disease
CPX-6093,FGF17,0.527,Alzheimer's Disease
CPX-6093,FGF5,0.54,Alzheimer's Disease
CPX-6093,FGF9,0.542,Alzheimer's Disease
CPX-6093,CPX-2227,0.56,Alzheimer's Disease
CPX-6093,MYOCD,0.569,Alzheimer's Disease
CPX-6093,TGFBR2,0.618,Alzheimer's Disease
CPX-6093,PAX6,0.644,Alzheimer's Disease
CPX-6093,CTLA4,0.648,Alzheimer's Disease
CPX-6093,CD40,0.667,Alzheimer's Disease
CPX-6093,IRF7,0.671,Alzheimer's Disease
CPX-6093,CPX-148,0.69,Alzheimer's Disease
CPX-6093,CPX-256,0.721,Alzheimer's Disease
CPX-6093,ERBB4,0.726,Alzheimer's Disease
CPX-6093,CPX-6741,0.77,Alzheimer's Disease
CPX-6093,JAK1,0.774,Alzheimer's Disease
CPX-6093,ESR2,0.783,Alzheimer's Disease
CPX-6093,ITCH,0.791,Alzheimer's Disease
CPX-6093,RUNX1,0.82,Alzheimer's Disease
CPX-6093,KLF6,0.857,Alzheimer's Disease
CPX-6093,CHUK,0.914,Alzheimer's Disease
CPX-6093,PTK2,0.928,Alzheimer's Disease
CPX-6093,CPX-509,0.93,Alzheimer's Disease
CPX-6093,HIPK2,0.999,Alzheimer's Disease
ERBB2,CD40,0.446,Alzheimer's Disease
ERBB2,DNMT1,0.447,Alzheimer's Disease
ERBB2,TGFBR1,0.477,Alzheimer's Disease
ERBB2,TGFBR2,0.495,Alzheimer's Disease
ERBB2,CPX-256,0.538,Alzheimer's Disease
ERBB2,CPX-148,0.596,Alzheimer's Disease
ERBB2,CHUK,0.618,Alzheimer's Disease
ERBB2,GATA3,0.662,Alzheimer's Disease
ERBB2,CTLA4,0.693,Alzheimer's Disease
ERBB2,ESR2,0.717,Alzheimer's Disease
ERBB2,CPX-6741,0.72,Alzheimer's Disease
ERBB2,RHOA,0.79,Alzheimer's Disease
ERBB2,FGF17,0.815,Alzheimer's Disease
ERBB2,FGF5,0.816,Alzheimer's Disease
ERBB2,FGF9,0.829,Alzheimer's Disease
ERBB2,CPX-845,0.873,Alzheimer's Disease
ERBB2,IRS1,0.909,Alzheimer's Disease
ERBB2,JAK1,0.959,Alzheimer's Disease
ERBB2,PTK2,0.99,Alzheimer's Disease
ERBB2,ERBB4,0.999,Alzheimer's Disease
PRDM16,CPX-2476,0.428,Alzheimer's Disease
PRDM16,SKI,0.434,Alzheimer's Disease
PRDM16,GDF2,0.462,Alzheimer's Disease
PRDM16,CPX-1164,0.482,Alzheimer's Disease
PRDM16,CPX-1,0.491,Alzheimer's Disease
PRDM16,CPX-943,0.605,Alzheimer's Disease
PRDM16,FOXG1,0.715,Alzheimer's Disease
PRDM16,CPX-509,0.77,Alzheimer's Disease
PRDM16,CPX-702,0.996,Alzheimer's Disease
EGFR,BMPR1B,0.401,Alzheimer's Disease
EGFR,SRY,0.407,Alzheimer's Disease
EGFR,DLL1,0.414,Alzheimer's Disease
EGFR,BMP2,0.455,Alzheimer's Disease
EGFR,HMGA2,0.459,Alzheimer's Disease
EGFR,CPX-148,0.461,Alzheimer's Disease
EGFR,CXCR2,0.463,Alzheimer's Disease
EGFR,CHUK,0.481,Alzheimer's Disease
EGFR,MYH11,0.489,Alzheimer's Disease
EGFR,GATA3,0.512,Alzheimer's Disease
EGFR,DNMT1,0.514,Alzheimer's Disease
EGFR,PAX6,0.525,Alzheimer's Disease
EGFR,CD40,0.588,Alzheimer's Disease
EGFR,PPARD,0.604,Alzheimer's Disease
EGFR,TGFBR2,0.606,Alzheimer's Disease
EGFR,TGFBR1,0.675,Alzheimer's Disease
EGFR,CPX-845,0.678,Alzheimer's Disease
EGFR,CPX-6741,0.697,Alzheimer's Disease
EGFR,CTLA4,0.697,Alzheimer's Disease
EGFR,ESR2,0.755,Alzheimer's Disease
EGFR,NEDD4L,0.818,Alzheimer's Disease
EGFR,ITCH,0.846,Alzheimer's Disease
EGFR,CPX-256,0.884,Alzheimer's Disease
EGFR,FGF5,0.922,Alzheimer's Disease
EGFR,FGF17,0.922,Alzheimer's Disease
EGFR,FGF9,0.928,Alzheimer's Disease
EGFR,IRS1,0.939,Alzheimer's Disease
EGFR,JAK1,0.97,Alzheimer's Disease
EGFR,ERBB4,0.996,Alzheimer's Disease
EGFR,PTK2,0.999,Alzheimer's Disease
PLOD2,CPX-6232,0.46,Alzheimer's Disease
PLOD2,CPX-7381,0.479,Alzheimer's Disease
PLOD2,CPX-1,0.516,Alzheimer's Disease
CPX-702,TGFBR2,0.403,Alzheimer's Disease
CPX-702,FOXG1,0.426,Alzheimer's Disease
CPX-702,FGF17,0.429,Alzheimer's Disease
CPX-702,FGF5,0.433,Alzheimer's Disease
CPX-702,DNMT1,0.446,Alzheimer's Disease
CPX-702,FGF9,0.455,Alzheimer's Disease
CPX-702,RUNX1,0.461,Alzheimer's Disease
CPX-702,GATA3,0.506,Alzheimer's Disease
CPX-702,CPX-6741,0.507,Alzheimer's Disease
CPX-702,ENG,0.517,Alzheimer's Disease
CPX-702,ESR2,0.542,Alzheimer's Disease
CPX-702,BMP2,0.548,Alzheimer's Disease
CPX-702,CPX-1969,0.572,Alzheimer's Disease
CPX-702,CDK8,0.582,Alzheimer's Disease
CPX-702,TGFBR1,0.639,Alzheimer's Disease
CPX-702,CPX-509,0.991,Alzheimer's Disease
SMAD6,CPX-6232,0.402,Alzheimer's Disease
SMAD6,CPX-873,0.415,Alzheimer's Disease
SMAD6,CPX-480,0.425,Alzheimer's Disease
SMAD6,LTBP1,0.441,Alzheimer's Disease
SMAD6,AKT1,0.453,Alzheimer's Disease
SMAD6,ZEB1,0.473,Alzheimer's Disease
SMAD6,CPX-937,0.499,Alzheimer's Disease
SMAD6,FOXO1,0.548,Alzheimer's Disease
SMAD6,CPX-256,0.568,Alzheimer's Disease
SMAD6,GDF2,0.588,Alzheimer's Disease
SMAD6,HMGA2,0.603,Alzheimer's Disease
SMAD6,ACVRL1,0.628,Alzheimer's Disease
SMAD6,TGFBR2,0.697,Alzheimer's Disease
SMAD6,ITCH,0.751,Alzheimer's Disease
SMAD6,CPX-605,0.76,Alzheimer's Disease
SMAD6,NEDD4L,0.801,Alzheimer's Disease
SMAD6,RUNX2,0.825,Alzheimer's Disease
SMAD6,BMPR2,0.864,Alzheimer's Disease
SMAD6,BMP2,0.868,Alzheimer's Disease
SMAD6,BMPR1A,0.88,Alzheimer's Disease
SMAD6,BMPR1B,0.913,Alzheimer's Disease
SMAD6,SMAD9,0.956,Alzheimer's Disease
SMAD6,TGFBR1,0.982,Alzheimer's Disease
SMAD6,CPX-144,0.985,Alzheimer's Disease
ACE,GDF2,0.465,Alzheimer's Disease
ACE,ENG,0.52,Alzheimer's Disease
ACE,CPX-1,0.562,Alzheimer's Disease
ACE,CPX-6741,0.571,Alzheimer's Disease
TAL1,MEF2C,0.418,Alzheimer's Disease
TAL1,CDKN2A,0.436,Alzheimer's Disease
TAL1,ZIC2,0.449,Alzheimer's Disease
TAL1,CPX-873,0.48,Alzheimer's Disease
TAL1,CPX-1123,0.525,Alzheimer's Disease
TAL1,GATA4,0.536,Alzheimer's Disease
TAL1,CPX-2491,0.544,Alzheimer's Disease
TAL1,CPX-6043,0.568,Alzheimer's Disease
TAL1,CPX-937,0.593,Alzheimer's Disease
TAL1,CTCF,0.618,Alzheimer's Disease
TAL1,SOX2,0.628,Alzheimer's Disease
TAL1,CPX-2867,0.771,Alzheimer's Disease
TAL1,CPX-2874,0.795,Alzheimer's Disease
TAL1,CPX-509,0.821,Alzheimer's Disease
TAL1,GATA3,0.993,Alzheimer's Disease
TAL1,RUNX1,0.996,Alzheimer's Disease
TAL1,TCF12,0.999,Alzheimer's Disease
CPX-5830,JAK1,0.425,Alzheimer's Disease
CPX-5830,IRF7,0.47,Alzheimer's Disease
CPX-5830,ESR2,0.506,Alzheimer's Disease
CPX-5830,CPX-6741,0.514,Alzheimer's Disease
CPX-5830,RUNX1,0.688,Alzheimer's Disease
CPX-5830,CHUK,0.967,Alzheimer's Disease
CPX-5830,CD40,0.992,Alzheimer's Disease
ALB,JAK1,0.411,Alzheimer's Disease
ALB,GATA3,0.413,Alzheimer's Disease
ALB,PTHLH,0.418,Alzheimer's Disease
ALB,TGFBR2,0.424,Alzheimer's Disease
ALB,CHUK,0.458,Alzheimer's Disease
ALB,PTK2,0.46,Alzheimer's Disease
ALB,GATA4,0.485,Alzheimer's Disease
ALB,CTLA4,0.522,Alzheimer's Disease
ALB,CD40,0.541,Alzheimer's Disease
ALB,CPX-845,0.584,Alzheimer's Disease
ALB,CPX-509,0.642,Alzheimer's Disease
ALB,PAX6,0.649,Alzheimer's Disease
ALB,ENG,0.661,Alzheimer's Disease
ALB,ESR2,0.687,Alzheimer's Disease
ALB,FGF9,0.746,Alzheimer's Disease
ALB,FGF17,0.751,Alzheimer's Disease
ALB,FGF5,0.756,Alzheimer's Disease
ALB,CPX-6741,0.771,Alzheimer's Disease
ALB,BMP2,0.828,Alzheimer's Disease
TBXT,GATA4,0.404,Alzheimer's Disease
TBXT,PAX6,0.46,Alzheimer's Disease
TBXT,CPX-1195,0.482,Alzheimer's Disease
TBXT,CPX-256,0.521,Alzheimer's Disease
TBXT,SHH,0.614,Alzheimer's Disease
TBXT,SOX2,0.693,Alzheimer's Disease
TBXT,DLL1,0.769,Alzheimer's Disease
TBXT,EOMES,0.916,Alzheimer's Disease
SHH,BMPR1B,0.407,Alzheimer's Disease
SHH,TGFBR1,0.43,Alzheimer's Disease
SHH,CPX-1195,0.444,Alzheimer's Disease
SHH,SRY,0.45,Alzheimer's Disease
SHH,GATA4,0.45,Alzheimer's Disease
SHH,EOMES,0.469,Alzheimer's Disease
SHH,CDKN2A,0.473,Alzheimer's Disease
SHH,DVL1,0.475,Alzheimer's Disease
SHH,CPX-605,0.479,Alzheimer's Disease
SHH,BMPR1A,0.497,Alzheimer's Disease
SHH,PRKACB,0.525,Alzheimer's Disease
SHH,PRKACA,0.529,Alzheimer's Disease
SHH,DLL1,0.533,Alzheimer's Disease
SHH,CPX-943,0.56,Alzheimer's Disease
SHH,IGF1,0.628,Alzheimer's Disease
SHH,RUNX2,0.659,Alzheimer's Disease
SHH,RHOA,0.67,Alzheimer's Disease
SHH,PTHLH,0.67,Alzheimer's Disease
SHH,CPX-256,0.732,Alzheimer's Disease
SHH,FOXG1,0.757,Alzheimer's Disease
SHH,FGF5,0.799,Alzheimer's Disease
SHH,PAX6,0.829,Alzheimer's Disease
SHH,BMP2,0.832,Alzheimer's Disease
SHH,FGF17,0.853,Alzheimer's Disease
SHH,ZIC2,0.864,Alzheimer's Disease
SHH,FGF9,0.882,Alzheimer's Disease
SHH,CPX-148,0.975,Alzheimer's Disease
CPX-1650,CPX-2874,0.409,Alzheimer's Disease
CPX-1650,ZEB1,0.599,Alzheimer's Disease
RUNX1,EOMES,0.414,Alzheimer's Disease
RUNX1,CPX-395,0.424,Alzheimer's Disease
RUNX1,CPX-6016,0.432,Alzheimer's Disease
RUNX1,CPX-1164,0.435,Alzheimer's Disease
RUNX1,MEF2C,0.44,Alzheimer's Disease
RUNX1,CHUK,0.443,Alzheimer's Disease
RUNX1,JAK1,0.452,Alzheimer's Disease
RUNX1,MAPK8,0.461,Alzheimer's Disease
RUNX1,HMGA2,0.48,Alzheimer's Disease
RUNX1,CPX-2476,0.488,Alzheimer's Disease
RUNX1,CPX-1981,0.518,Alzheimer's Disease
RUNX1,CPX-6741,0.528,Alzheimer's Disease
RUNX1,CPX-715,0.53,Alzheimer's Disease
RUNX1,ITCH,0.545,Alzheimer's Disease
RUNX1,CPX-873,0.55,Alzheimer's Disease
RUNX1,LCK,0.562,Alzheimer's Disease
RUNX1,CTCF,0.564,Alzheimer's Disease
RUNX1,PAX6,0.57,Alzheimer's Disease
RUNX1,KLF6,0.577,Alzheimer's Disease
RUNX1,CPX-937,0.614,Alzheimer's Disease
RUNX1,SOX2,0.63,Alzheimer's Disease
RUNX1,FOXO1,0.659,Alzheimer's Disease
RUNX1,GATA4,0.662,Alzheimer's Disease
RUNX1,JAK2,0.689,Alzheimer's Disease
RUNX1,CPX-1123,0.69,Alzheimer's Disease
RUNX1,HDAC3,0.696,Alzheimer's Disease
RUNX1,CDKN2A,0.698,Alzheimer's Disease
RUNX1,DNMT1,0.743,Alzheimer's Disease
RUNX1,CPX-1195,0.761,Alzheimer's Disease
RUNX1,CPX-5828,0.831,Alzheimer's Disease
RUNX1,CTLA4,0.844,Alzheimer's Disease
RUNX1,HIPK2,0.863,Alzheimer's Disease
RUNX1,TCF12,0.911,Alzheimer's Disease
RUNX1,MYH11,0.922,Alzheimer's Disease
RUNX1,CPX-256,0.936,Alzheimer's Disease
RUNX1,CPX-7381,0.945,Alzheimer's Disease
RUNX1,GATA3,0.989,Alzheimer's Disease
RUNX1,CPX-509,0.994,Alzheimer's Disease
RUNX1,FOXP3,0.999,Alzheimer's Disease
MAP2K1,ZEB1,0.403,Alzheimer's Disease
MAP2K1,ITCH,0.403,Alzheimer's Disease
MAP2K1,CHUK,0.434,Alzheimer's Disease
MAP2K1,CPX-873,0.449,Alzheimer's Disease
MAP2K1,MYOCD,0.464,Alzheimer's Disease
MAP2K1,IRS1,0.467,Alzheimer's Disease
MAP2K1,WWOX,0.496,Alzheimer's Disease
MAP2K1,CXCR2,0.508,Alzheimer's Disease
MAP2K1,CPX-256,0.545,Alzheimer's Disease
MAP2K1,CAMK2G,0.547,Alzheimer's Disease
MAP2K1,JAK1,0.618,Alzheimer's Disease
MAP2K1,RHOA,0.669,Alzheimer's Disease
MAP2K1,CPX-6232,0.727,Alzheimer's Disease
MAP2K1,PRKACB,0.925,Alzheimer's Disease
MAP2K1,PRKACA,0.929,Alzheimer's Disease
HDAC3,HNF4A,0.437,Alzheimer's Disease
HDAC3,FOXG1,0.456,Alzheimer's Disease
HDAC3,RARG,0.52,Alzheimer's Disease
HDAC3,PRKACA,0.539,Alzheimer's Disease
HDAC3,CPX-256,0.554,Alzheimer's Disease
HDAC3,PPARD,0.618,Alzheimer's Disease
HDAC3,CPX-509,0.635,Alzheimer's Disease
HDAC3,KLF6,0.637,Alzheimer's Disease
HDAC3,SKI,0.747,Alzheimer's Disease
IRS1,CDKN2A,0.408,Alzheimer's Disease
IRS1,CPX-2491,0.418,Alzheimer's Disease
IRS1,CPX-2867,0.433,Alzheimer's Disease
IRS1,EDN1,0.46,Alzheimer's Disease
IRS1,RUNX2,0.483,Alzheimer's Disease
IRS1,PTK2,0.509,Alzheimer's Disease
IRS1,CPX-509,0.509,Alzheimer's Disease
IRS1,LCK,0.517,Alzheimer's Disease
IRS1,CPX-2874,0.525,Alzheimer's Disease
IRS1,FGF5,0.526,Alzheimer's Disease
IRS1,HNF4A,0.526,Alzheimer's Disease
IRS1,FGF17,0.527,Alzheimer's Disease
IRS1,FGF9,0.537,Alzheimer's Disease
IRS1,CPX-6043,0.619,Alzheimer's Disease
IRS1,CPX-1123,0.629,Alzheimer's Disease
IRS1,SQSTM1,0.632,Alzheimer's Disease
IRS1,CPX-395,0.665,Alzheimer's Disease
IRS1,ERBB4,0.734,Alzheimer's Disease
IRS1,CPX-6232,0.777,Alzheimer's Disease
IRS1,CPX-3153,0.792,Alzheimer's Disease
IRS1,JAK1,0.933,Alzheimer's Disease
IRS1,MAPK9,0.936,Alzheimer's Disease
IRS1,CHUK,0.953,Alzheimer's Disease
IRS1,SRC,0.977,Alzheimer's Disease
IRS1,MAPK8,0.986,Alzheimer's Disease
IRS1,JAK2,0.996,Alzheimer's Disease
IRS1,IGF1,0.998,Alzheimer's Disease
CPX-144,CPX-1123,0.4,Alzheimer's Disease
CPX-144,DVL1,0.532,Alzheimer's Disease
CPX-144,USP9X,0.535,Alzheimer's Disease
CPX-144,AR,0.585,Alzheimer's Disease
CPX-144,TGFBR1,0.614,Alzheimer's Disease
CPX-144,CPX-873,0.669,Alzheimer's Disease
CPX-144,GSK3B,0.678,Alzheimer's Disease
CPX-144,ACVRL1,0.752,Alzheimer's Disease
CPX-144,BMP2,0.76,Alzheimer's Disease
CPX-144,HMGA2,0.803,Alzheimer's Disease
CPX-144,RUNX2,0.889,Alzheimer's Disease
CPX-144,SKI,0.908,Alzheimer's Disease
CPX-144,SMAD9,0.937,Alzheimer's Disease
CPX-144,BMPR2,0.942,Alzheimer's Disease
CPX-144,BMPR1B,0.946,Alzheimer's Disease
CPX-144,CPX-256,0.962,Alzheimer's Disease
CPX-144,BMPR1A,0.967,Alzheimer's Disease
CPX-2491,MYOCD,0.407,Alzheimer's Disease
CPX-2491,TGFBR2,0.416,Alzheimer's Disease
CPX-2491,GATA4,0.417,Alzheimer's Disease
CPX-2491,FGF5,0.426,Alzheimer's Disease
CPX-2491,FGF17,0.427,Alzheimer's Disease
CPX-2491,CAMK2G,0.43,Alzheimer's Disease
CPX-2491,BMP2,0.433,Alzheimer's Disease
CPX-2491,LCK,0.435,Alzheimer's Disease
CPX-2491,FGF9,0.445,Alzheimer's Disease
CPX-2491,DNMT1,0.447,Alzheimer's Disease
CPX-2491,JAK1,0.458,Alzheimer's Disease
CPX-2491,ZIC2,0.464,Alzheimer's Disease
CPX-2491,CPX-6741,0.486,Alzheimer's Disease
CPX-2491,HNF4A,0.49,Alzheimer's Disease
CPX-2491,CHUK,0.495,Alzheimer's Disease
CPX-2491,RHOA,0.538,Alzheimer's Disease
CPX-2491,KLF6,0.568,Alzheimer's Disease
CPX-2491,PTK2,0.606,Alzheimer's Disease
CPX-2491,IRF7,0.64,Alzheimer's Disease
CPX-2491,CTCF,0.665,Alzheimer's Disease
CPX-2491,ZEB1,0.67,Alzheimer's Disease
CPX-2491,CPX-256,0.756,Alzheimer's Disease
CPX-2491,CPX-509,0.859,Alzheimer's Disease
CPX-2491,GATA3,0.868,Alzheimer's Disease
PLG,JAK2,0.475,Alzheimer's Disease
PLG,FGF9,0.507,Alzheimer's Disease
PLG,FGF5,0.511,Alzheimer's Disease
PLG,FGF17,0.512,Alzheimer's Disease
PRKACA,MMP9,0.421,Alzheimer's Disease
PRKACA,CPX-395,0.433,Alzheimer's Disease
PRKACA,CPX-3153,0.482,Alzheimer's Disease
PRKACA,DYRK1B,0.489,Alzheimer's Disease
PRKACA,CPX-1123,0.5,Alzheimer's Disease
PRKACA,BMPR2,0.522,Alzheimer's Disease
PRKACA,JAK2,0.526,Alzheimer's Disease
PRKACA,CPX-509,0.556,Alzheimer's Disease
PRKACA,CPX-7381,0.608,Alzheimer's Disease
PRKACA,PTK2,0.911,Alzheimer's Disease
PRKACA,IGF1R,0.921,Alzheimer's Disease
PRKACA,CAV1,0.922,Alzheimer's Disease
PRKACA,CPX-148,0.966,Alzheimer's Disease
PRKACA,RHOA,0.967,Alzheimer's Disease
PRKACA,CPX-5828,0.992,Alzheimer's Disease
PPARD,LTBP1,0.403,Alzheimer's Disease
PPARD,CPX-6043,0.411,Alzheimer's Disease
PPARD,IGF1,0.418,Alzheimer's Disease
PPARD,CPX-509,0.497,Alzheimer's Disease
PPARD,CPX-6232,0.499,Alzheimer's Disease
PPARD,MEF2C,0.508,Alzheimer's Disease
PPARD,CPX-6016,0.522,Alzheimer's Disease
PPARD,ILK,0.525,Alzheimer's Disease
PPARD,CPX-1,0.583,Alzheimer's Disease
PPARD,CPX-2494,0.593,Alzheimer's Disease
PPARD,CPX-1123,0.626,Alzheimer's Disease
PPARD,CPX-2867,0.651,Alzheimer's Disease
PPARD,CPX-2874,0.756,Alzheimer's Disease
FGF5,EOMES,0.404,Alzheimer's Disease
FGF5,CD40,0.415,Alzheimer's Disease
FGF5,AR,0.418,Alzheimer's Disease
FGF5,CPX-6741,0.418,Alzheimer's Disease
FGF5,TGFBR1,0.418,Alzheimer's Disease
FGF5,FGF9,0.423,Alzheimer's Disease
FGF5,RHOA,0.428,Alzheimer's Disease
FGF5,PTHLH,0.436,Alzheimer's Disease
FGF5,PTGS2,0.442,Alzheimer's Disease
FGF5,ZEB1,0.447,Alzheimer's Disease
FGF5,HNF4A,0.448,Alzheimer's Disease
FGF5,CPX-3153,0.451,Alzheimer's Disease
FGF5,CPX-1981,0.452,Alzheimer's Disease
FGF5,CPX-937,0.463,Alzheimer's Disease
FGF5,CPX-5156,0.48,Alzheimer's Disease
FGF5,GSK3B,0.484,Alzheimer's Disease
FGF5,MTOR,0.489,Alzheimer's Disease
FGF5,CPX-605,0.502,Alzheimer's Disease
FGF5,CPX-480,0.505,Alzheimer's Disease
FGF5,EDN1,0.511,Alzheimer's Disease
FGF5,SRC,0.518,Alzheimer's Disease
FGF5,ENG,0.535,Alzheimer's Disease
FGF5,CPX-1164,0.536,Alzheimer's Disease
FGF5,RUNX2,0.539,Alzheimer's Disease
FGF5,CPX-1123,0.556,Alzheimer's Disease
FGF5,FGF17,0.582,Alzheimer's Disease
FGF5,CPX-7381,0.583,Alzheimer's Disease
FGF5,CPX-2476,0.595,Alzheimer's Disease
FGF5,PAX6,0.598,Alzheimer's Disease
FGF5,MMP9,0.598,Alzheimer's Disease
FGF5,GATA4,0.605,Alzheimer's Disease
FGF5,CPX-395,0.627,Alzheimer's Disease
FGF5,SOX2,0.643,Alzheimer's Disease
FGF5,AGT,0.65,Alzheimer's Disease
FGF5,ELN,0.652,Alzheimer's Disease
FGF5,CPX-2805,0.653,Alzheimer's Disease
FGF5,AKT1,0.662,Alzheimer's Disease
FGF5,CPX-623,0.702,Alzheimer's Disease
FGF5,ERBB4,0.747,Alzheimer's Disease
FGF5,BMP2,0.762,Alzheimer's Disease
FGF5,IGF1,0.788,Alzheimer's Disease
FGF5,CPX-6232,0.799,Alzheimer's Disease
FGF5,CPX-943,0.821,Alzheimer's Disease
FGF5,IGF1R,0.85,Alzheimer's Disease
HNF4A,CPX-256,0.4,Alzheimer's Disease
HNF4A,CPX-148,0.401,Alzheimer's Disease
HNF4A,CPX-6043,0.411,Alzheimer's Disease
HNF4A,PRKACB,0.418,Alzheimer's Disease
HNF4A,CDKN2A,0.421,Alzheimer's Disease
HNF4A,BMP2,0.425,Alzheimer's Disease
HNF4A,CPX-2874,0.426,Alzheimer's Disease
HNF4A,PAX6,0.437,Alzheimer's Disease
HNF4A,FGF17,0.447,Alzheimer's Disease
HNF4A,RHOA,0.447,Alzheimer's Disease
HNF4A,SRY,0.451,Alzheimer's Disease
HNF4A,FGF9,0.47,Alzheimer's Disease
HNF4A,ZIC2,0.498,Alzheimer's Disease
HNF4A,DNMT1,0.53,Alzheimer's Disease
HNF4A,MAPK8,0.533,Alzheimer's Disease
HNF4A,TCF12,0.539,Alzheimer's Disease
HNF4A,MYOCD,0.541,Alzheimer's Disease
HNF4A,CPX-1195,0.604,Alzheimer's Disease
HNF4A,CTCF,0.604,Alzheimer's Disease
HNF4A,GATA4,0.612,Alzheimer's Disease
HNF4A,IGF1,0.616,Alzheimer's Disease
HNF4A,CPX-2494,0.663,Alzheimer's Disease
HNF4A,RUNX2,0.775,Alzheimer's Disease
HNF4A,CPX-509,0.828,Alzheimer's Disease
HNF4A,DVL1,0.845,Alzheimer's Disease
HNF4A,CPX-1,0.957,Alzheimer's Disease
HNF4A,FOXO1,0.973,Alzheimer's Disease
TFE3,CPX-1123,0.411,Alzheimer's Disease
TFE3,FOXO1,0.42,Alzheimer's Disease
TFE3,CPX-7381,0.428,Alzheimer's Disease
TFE3,GSK3B,0.463,Alzheimer's Disease
TFE3,SQSTM1,0.511,Alzheimer's Disease
TFE3,MTOR,0.579,Alzheimer's Disease
TFE3,CPX-1,0.598,Alzheimer's Disease
TFE3,CPX-256,0.673,Alzheimer's Disease
USP9X,SQSTM1,0.404,Alzheimer's Disease
USP9X,CPX-7381,0.419,Alzheimer's Disease
USP9X,CPX-1195,0.464,Alzheimer's Disease
USP9X,DVL1,0.468,Alzheimer's Disease
USP9X,MTOR,0.476,Alzheimer's Disease
USP9X,CPX-1,0.642,Alzheimer's Disease
USP9X,BAG3,0.657,Alzheimer's Disease
USP9X,CPX-256,0.706,Alzheimer's Disease
USP9X,SOX2,0.747,Alzheimer's Disease
USP9X,CPX-1123,0.798,Alzheimer's Disease
USP9X,ITCH,0.804,Alzheimer's Disease
CPX-2227,CPX-1,0.496,Alzheimer's Disease
CAMK2G,ERBB4,0.434,Alzheimer's Disease
CAMK2G,CPX-3153,0.441,Alzheimer's Disease
CAMK2G,CPX-117,0.459,Alzheimer's Disease
CAMK2G,JAK2,0.462,Alzheimer's Disease
CAMK2G,CPX-1,0.467,Alzheimer's Disease
CAMK2G,JAK1,0.472,Alzheimer's Disease
CAMK2G,CPX-6016,0.499,Alzheimer's Disease
CAMK2G,SRC,0.524,Alzheimer's Disease
CAMK2G,CPX-395,0.594,Alzheimer's Disease
CAMK2G,CPX-2494,0.786,Alzheimer's Disease
CXCR2,CPX-6232,0.418,Alzheimer's Disease
CXCR2,CPX-2476,0.434,Alzheimer's Disease
CXCR2,CPX-6016,0.437,Alzheimer's Disease
CXCR2,CD40,0.441,Alzheimer's Disease
CXCR2,CPX-1,0.445,Alzheimer's Disease
CXCR2,CPX-4082,0.448,Alzheimer's Disease
CXCR2,CPX-7381,0.45,Alzheimer's Disease
CXCR2,FOXP3,0.453,Alzheimer's Disease
CXCR2,CPX-496,0.47,Alzheimer's Disease
CXCR2,CTLA4,0.483,Alzheimer's Disease
CXCR2,MYD88,0.49,Alzheimer's Disease
CXCR2,CPX-1123,0.551,Alzheimer's Disease
CXCR2,AKT1,0.562,Alzheimer's Disease
CXCR2,CPX-6741,0.636,Alzheimer's Disease
CXCR2,PTGS2,0.685,Alzheimer's Disease
CXCR2,MMP9,0.78,Alzheimer's Disease
CXCR2,JAK2,0.791,Alzheimer's Disease
CXCR2,CPX-623,0.812,Alzheimer's Disease
CXCR2,CPX-2805,0.862,Alzheimer's Disease
CPX-1164,CPX-497,0.451,Alzheimer's Disease
CPX-1164,CPX-845,0.663,Alzheimer's Disease
SOX2,CPX-6741,0.4,Alzheimer's Disease
SOX2,ILK,0.446,Alzheimer's Disease
SOX2,DLL1,0.48,Alzheimer's Disease
SOX2,BMP2,0.485,Alzheimer's Disease
SOX2,RHOA,0.567,Alzheimer's Disease
SOX2,ZIC2,0.581,Alzheimer's Disease
SOX2,RARG,0.586,Alzheimer's Disease
SOX2,FGF17,0.597,Alzheimer's Disease
SOX2,FGF9,0.607,Alzheimer's Disease
SOX2,ENG,0.655,Alzheimer's Disease
SOX2,CPX-509,0.656,Alzheimer's Disease
SOX2,TCF12,0.691,Alzheimer's Disease
SOX2,CPX-148,0.694,Alzheimer's Disease
SOX2,HMGA2,0.697,Alzheimer's Disease
SOX2,CPX-256,0.702,Alzheimer's Disease
